season_year,game_date,game_start_utc,player_name,team,opponent_team,travel_status,result,minutes_played,fgm,fga,fg_pct,ftm,fta,ft_pct,oreb,dreb,ast,tov,stl,blk,pf,pts,plus_minus,nba_fantasy_pts,seconds_played,post_type,post_count,total_comments,total_score
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Dillon Brooks,PHX,NYK,away,W,29.03,2,13,0.154,0,0,0.0,2,4,1,0,0,1,4,5,-14,16.7,1742,Other,1,48,0
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Gabe Vincent,LAL,POR,away,L,22.866666666666667,1,6,0.167,0,0,0.0,0,0,1,3,0,0,2,3,4,1.5,1372,Other,2,486,2151
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Bronny James,LAL,POR,away,L,7.85,0,2,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1.5,471,Highlight,1,9,33
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Toumani Camara,POR,LAL,home,W,26.416666666666668,3,5,0.6,1,2,0.5,1,1,1,0,1,1,4,9,12,18.9,1585,Other,1,274,1698
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Keldon Johnson,SAS,MIN,home,W,31.316666666666666,8,14,0.571,1,2,0.5,1,0,2,1,1,0,1,20,7,26.2,1879,Highlight,1,27,208
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Pelle Larsson,MIA,OKC,home,W,29.5,7,15,0.467,2,4,0.5,1,2,2,1,1,0,3,16,4,24.6,1770,Highlight,1,606,2208
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Andrew Wiggins,MIA,OKC,home,W,32.216666666666669,6,15,0.4,1,2,0.5,3,2,5,0,1,0,0,15,4,31.5,1933,Highlight,1,9,92
2025-26,2026-01-17,2026-01-18 02:00:00.000000 UTC,Aaron Gordon,DEN,WAS,home,W,32.0,3,8,0.375,1,2,0.5,0,10,11,1,1,0,1,8,14,38.5,1920,Other,1,43,515
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Jalen Duren,DET,IND,home,W,22.95,6,12,0.5,3,5,0.6,1,7,4,1,1,0,3,15,30,32.6,1377,Highlight,1,75,632
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Chet Holmgren,OKC,MIA,away,L,30.183333333333334,6,12,0.5,2,3,0.667,2,9,2,2,0,5,2,14,-8,43.2,1811,Highlight,1,25,112
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Mark Williams,PHX,NYK,away,W,25.465,5,8,0.625,4,6,0.667,5,4,1,2,0,1,4,14,-12,27.3,1528,Highlight,1,9,76
2025-26,2026-01-17,2026-01-18 01:30:00.000000 UTC,Collin Sexton,CHA,GSW,away,L,23.616666666666667,6,10,0.6,3,4,0.75,1,2,3,2,0,0,2,17,-15,23.1,1417,Highlight,2,164,6278
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Shaedon Sharpe,POR,LAL,home,W,29.4,9,18,0.5,3,4,0.75,2,1,4,2,2,0,3,25,20,38.6,1764,Other,1,54,113
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Shaedon Sharpe,POR,LAL,home,W,29.4,9,18,0.5,3,4,0.75,2,1,4,2,2,0,3,25,20,38.6,1764,Highlight,1,6,81
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Victor Wembanyama,SAS,MIN,home,W,30.516666666666666,12,23,0.522,11,14,0.786,4,5,3,2,0,2,2,39,5,58.3,1831,Other,4,1381,9807
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Victor Wembanyama,SAS,MIN,home,W,30.516666666666666,12,23,0.522,11,14,0.786,4,5,3,2,0,2,2,39,5,58.3,1831,Highlight,1,67,610
2025-26,2026-01-17,2026-01-18 02:00:00.000000 UTC,Kyshawn George,WAS,DEN,away,L,31.866666666666667,10,20,0.5,4,5,0.8,1,4,7,1,1,3,4,29,-6,56.5,1912,Other,1,23,104
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Anthony Edwards,MIN,SAS,away,L,40.1,19,33,0.576,8,10,0.8,0,4,3,2,0,0,4,55,8,62.3,2406,Highlight,1,67,610
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Anthony Edwards,MIN,SAS,away,L,40.1,19,33,0.576,8,10,0.8,0,4,3,2,0,0,4,55,8,62.3,2406,Other,5,618,9165
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Devin Booker,PHX,NYK,away,W,38.166666666666664,7,18,0.389,12,14,0.857,0,4,4,4,1,0,1,27,-3,36.8,2290,Highlight,1,4,33
2025-26,2026-01-17,2026-01-18 02:00:00.000000 UTC,Jamal Murray,DEN,WAS,home,W,39.266666666666666,15,24,0.625,7,8,0.875,0,3,6,5,2,2,1,42,5,61.6,2356,Highlight,1,166,2976
2025-26,2026-01-17,2026-01-18 02:00:00.000000 UTC,Jamal Murray,DEN,WAS,home,W,39.266666666666666,15,24,0.625,7,8,0.875,0,3,6,5,2,2,1,42,5,61.6,2356,Other,1,116,1142
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Jaylen Brown,BOS,ATL,away,W,29.505,14,30,0.467,11,12,0.917,1,5,2,1,1,1,0,41,36,56.2,1770,Other,1,259,1025
2025-26,2026-01-17,2026-01-18 01:30:00.000000 UTC,Buddy Hield,GSW,CHA,home,W,17.708333333333332,5,8,0.625,2,2,1.0,2,1,1,0,2,3,2,14,10,34.1,1063,Other,1,68,539
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Cade Cunningham,DET,IND,home,W,21.233333333333334,6,14,0.429,2,2,1.0,0,3,5,2,0,0,3,16,31,25.1,1274,Highlight,1,12,64
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Cade Cunningham,DET,IND,home,W,21.233333333333334,6,14,0.429,2,2,1.0,0,3,5,2,0,0,3,16,31,25.1,1274,Other,2,272,1025
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Caleb Love,POR,LAL,home,W,31.366666666666667,8,15,0.533,2,2,1.0,0,1,7,4,2,0,0,22,23,35.7,1882,Other,1,16,67
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Caleb Love,POR,LAL,home,W,31.366666666666667,8,15,0.533,2,2,1.0,0,1,7,4,2,0,0,22,23,35.7,1882,Highlight,2,15,114
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Shai Gilgeous-Alexander,OKC,MIA,away,L,36.265,12,19,0.632,13,13,1.0,2,2,3,2,1,0,4,39,-1,49.3,2176,Highlight,1,606,2208
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Grayson Allen,PHX,NYK,away,W,26.85,4,14,0.286,4,4,1.0,0,0,3,1,1,0,4,16,15,22.5,1611,Highlight,2,21,207
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Bam Adebayo,MIA,OKC,home,W,32.0,9,22,0.409,6,6,1.0,6,6,4,1,1,0,2,30,11,52.4,1920,Highlight,1,25,112
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Bam Adebayo,MIA,OKC,home,W,32.0,9,22,0.409,6,6,1.0,6,6,4,1,1,0,2,30,11,52.4,1920,Other,3,84,356
2025-26,2026-01-17,2026-01-18 00:30:00.000000 UTC,Karl-Anthony Towns,NYK,PHX,home,L,34.6,7,16,0.438,6,6,1.0,2,9,2,3,1,1,5,23,-5,42.2,2076,Other,1,12,54
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,LeBron James,LAL,POR,away,L,32.45,6,16,0.375,7,7,1.0,1,8,8,4,1,2,2,20,-16,47.8,1947,Other,3,498,2321
2025-26,2026-01-17,2026-01-18 03:00:00.000000 UTC,Maxi Kleber,LAL,POR,away,L,20.716666666666665,4,8,0.5,2,2,1.0,4,1,1,0,1,0,3,11,-19,21.5,1243,Other,1,222,240
2025-26,2026-01-17,2026-01-18 01:00:00.000000 UTC,Julius Randle,MIN,SAS,away,L,40.95,4,13,0.308,9,9,1.0,3,7,1,2,3,2,3,17,-4,43.5,2457,Highlight,1,67,610
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Yves Missi,NOP,CHA,away,L,10.633333333333333,2,2,1.0,0,0,0.0,0,1,0,1,0,0,3,4,2,4.2,638,Highlight,1,31,283
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Zion Williamson,NOP,CHA,away,L,30.843333333333334,5,13,0.385,4,9,0.444,3,8,4,1,0,0,4,14,-7,32.2,1851,Highlight,1,12,39
2025-26,2026-02-02,2026-02-03 00:00:00.000000 UTC,Josh Okogie,HOU,IND,away,W,12.43,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-13,0.0,746,Other,1,13,35
2025-26,2026-02-02,2026-02-03 00:00:00.000000 UTC,Amen Thompson,HOU,IND,away,W,39.138333333333335,6,15,0.4,4,5,0.8,4,7,7,5,2,2,4,16,13,46.7,2348,Highlight,1,12,41
2025-26,2026-02-02,2026-02-03 00:00:00.000000 UTC,Alperen Sengun,HOU,IND,away,W,35.34,13,25,0.52,13,18,0.722,7,9,5,5,0,0,2,39,4,60.7,2120,Other,3,110,229
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Jared McCain,PHI,LAC,away,W,14.266666666666667,2,2,1.0,0,0,0.0,0,2,4,2,0,0,1,6,6,12.4,856,Highlight,1,39,452
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Adem Bona,PHI,LAC,away,W,15.766666666666667,3,4,0.75,0,0,0.0,3,0,1,0,0,2,3,6,13,17.1,946,Highlight,1,16,44
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Quentin Grimes,PHI,LAC,away,W,27.833333333333332,5,8,0.625,2,2,1.0,0,2,4,0,0,0,2,14,4,22.4,1670,Highlight,2,38,419
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,VJ Edgecombe,PHI,LAC,away,W,30.516666666666666,1,11,0.091,2,2,1.0,0,3,7,0,1,0,1,5,5,22.1,1831,Other,1,10,4
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Dominick Barlow,PHI,LAC,away,W,35.43333333333333,10,16,0.625,5,5,1.0,10,6,2,0,2,1,3,26,7,57.2,2126,Other,4,78,513
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Dominick Barlow,PHI,LAC,away,W,35.43333333333333,10,16,0.625,5,5,1.0,10,6,2,0,2,1,3,26,7,57.2,2126,Highlight,1,8,43
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Tyrese Maxey,PHI,LAC,away,W,35.87,9,18,0.5,4,4,1.0,0,5,6,1,3,0,4,29,22,52.0,2152,Other,2,19,88
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Joel Embiid,PHI,LAC,away,W,32.233333333333334,8,19,0.421,7,7,1.0,0,5,3,1,1,0,4,24,2,36.5,1934,Highlight,1,1,0
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Joel Embiid,PHI,LAC,away,W,32.233333333333334,8,19,0.421,7,7,1.0,0,5,3,1,1,0,4,24,2,36.5,1934,Other,4,72,161
2025-26,2026-02-02,2026-02-03 00:30:00.000000 UTC,Donte DiVincenzo,MIN,MEM,away,L,33.665,7,9,0.778,2,4,0.5,2,1,4,1,2,0,2,21,-3,35.6,2020,Other,1,147,444
2025-26,2026-02-02,2026-02-03 00:30:00.000000 UTC,Jaden McDaniels,MIN,MEM,away,L,36.833333333333336,11,14,0.786,2,2,1.0,3,1,3,0,0,0,4,29,2,38.3,2210,Other,1,506,1185
2025-26,2026-02-02,2026-02-03 00:30:00.000000 UTC,Cam Spencer,MEM,MIN,home,W,25.07,4,9,0.444,5,5,1.0,0,4,5,1,0,0,1,16,4,27.3,1504,Highlight,1,15,108
2025-26,2026-02-02,2026-02-03 00:30:00.000000 UTC,Cedric Coward,MEM,MIN,home,W,27.7,5,10,0.5,3,4,0.75,0,4,1,1,0,0,2,14,13,19.3,1662,Highlight,1,20,113
2025-26,2026-02-02,2026-02-03 00:30:00.000000 UTC,Ty Jerome,MEM,MIN,home,W,20.415,6,10,0.6,5,6,0.833,2,4,8,3,1,0,2,19,4,38.2,1225,Highlight,1,13,25
2025-26,2026-02-02,2026-02-03 00:30:00.000000 UTC,GG Jackson,MEM,MIN,home,W,21.233333333333334,6,10,0.6,0,1,0.0,3,5,1,1,0,1,0,13,14,26.1,1274,Highlight,1,16,70
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Ryan Kalkbrenner,CHA,NOP,home,W,17.848333333333333,3,5,0.6,4,6,0.667,3,4,1,2,0,3,3,10,7,26.9,1071,Highlight,1,11,41
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Grant Williams,CHA,NOP,home,W,19.55,5,7,0.714,4,4,1.0,3,6,1,1,0,0,2,16,-10,27.3,1173,Other,1,108,909
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Kon Knueppel,CHA,NOP,home,W,35.583333333333336,4,13,0.308,5,6,0.833,2,7,2,4,0,0,1,17,11,26.8,2135,Other,1,36,674
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,LaMelo Ball,CHA,NOP,home,W,29.966666666666665,8,20,0.4,5,5,1.0,0,8,5,2,2,0,2,24,24,45.1,1798,Other,2,402,2173
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,LaMelo Ball,CHA,NOP,home,W,29.966666666666665,8,20,0.4,5,5,1.0,0,8,5,2,2,0,2,24,24,45.1,1798,Highlight,1,31,283
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Brandon Miller,CHA,NOP,home,W,36.706666666666663,7,21,0.333,0,0,0.0,2,6,4,2,1,0,3,16,7,32.6,2202,Highlight,1,16,121
2025-26,2026-02-02,2026-02-02 20:00:00.000000 UTC,Brandon Miller,CHA,NOP,home,W,36.706666666666663,7,21,0.333,0,0,0.0,2,6,4,2,1,0,3,16,7,32.6,2202,Other,1,35,192
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Ivica Zubac,LAC,PHI,home,L,33.0,3,3,1.0,2,3,0.667,0,9,2,1,0,1,3,8,-11,23.8,1980,Highlight,1,1,0
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Ivica Zubac,LAC,PHI,home,L,33.0,3,3,1.0,2,3,0.667,0,9,2,1,0,1,3,8,-11,23.8,1980,Other,1,8,14
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,John Collins,LAC,PHI,home,L,31.95,6,11,0.545,1,4,0.25,1,6,2,2,0,0,4,15,-6,24.4,1917,Highlight,2,31,312
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Brook Lopez,LAC,PHI,home,L,20.251666666666665,5,11,0.455,0,0,0.0,0,1,1,1,0,1,5,13,-18,17.7,1215,Highlight,1,6,38
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Kawhi Leonard,LAC,PHI,home,L,30.866666666666667,12,21,0.571,3,5,0.6,2,2,6,2,3,0,0,29,-9,49.8,1852,Highlight,2,32,163
2025-26,2026-02-02,2026-02-03 03:00:00.000000 UTC,Kawhi Leonard,LAC,PHI,home,L,30.866666666666667,12,21,0.571,3,5,0.6,2,2,6,2,3,0,0,29,-9,49.8,1852,Other,3,344,1110
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Jaylen Brown,BOS,SAS,home,L,43.366666666666667,11,28,0.393,0,0,0.0,0,8,7,5,0,0,4,27,-1,42.1,2602,Other,4,815,4789
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Jaylen Brown,BOS,SAS,home,L,43.366666666666667,11,28,0.393,0,0,0.0,0,8,7,5,0,0,4,27,-1,42.1,2602,Highlight,6,206,2238
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Payton Pritchard,BOS,SAS,home,L,28.516666666666666,2,9,0.222,0,0,0.0,0,5,4,0,1,0,0,4,-1,19.0,1711,Highlight,1,10,57
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,Collin Sexton,CHA,UTA,away,W,17.666666666666668,5,9,0.556,3,4,0.75,1,4,4,2,0,0,0,15,17,25.0,1060,Other,1,19,157
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,Collin Sexton,CHA,UTA,away,W,17.666666666666668,5,9,0.556,3,4,0.75,1,4,4,2,0,0,0,15,17,25.0,1060,Highlight,1,6,37
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,LaMelo Ball,CHA,UTA,away,W,22.6,5,12,0.417,2,2,1.0,0,5,5,5,0,0,3,17,37,25.5,1356,Other,1,38,122
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,Tre Mann,CHA,UTA,away,W,12.0,7,10,0.7,2,2,1.0,0,1,1,0,1,0,2,20,4,25.7,720,Highlight,2,16,72
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Jalen Smith,CHI,DAL,home,W,16.3,3,11,0.273,1,2,0.5,2,7,0,1,0,2,0,7,15,22.8,978,Highlight,1,4,20
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Darius Garland,CLE,MIN,home,W,28.711666666666666,10,13,0.769,1,1,1.0,0,0,6,0,0,0,2,22,21,31.0,1723,Highlight,1,5,50
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Darius Garland,CLE,MIN,home,W,28.711666666666666,10,13,0.769,1,1,1.0,0,0,6,0,0,0,2,22,21,31.0,1723,Other,1,4,17
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Donovan Mitchell,CLE,MIN,home,W,31.416666666666668,9,21,0.429,6,7,0.857,0,3,8,1,1,0,2,28,1,45.6,1885,Highlight,1,7,36
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Donovan Mitchell,CLE,MIN,home,W,31.416666666666668,9,21,0.429,6,7,0.857,0,3,8,1,1,0,2,28,1,45.6,1885,Other,1,173,4415
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Evan Mobley,CLE,MIN,home,W,31.55,11,16,0.688,2,4,0.5,1,3,3,1,2,0,1,24,0,38.3,1893,Other,1,4,17
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Evan Mobley,CLE,MIN,home,W,31.55,11,16,0.688,2,4,0.5,1,3,3,1,2,0,1,24,0,38.3,1893,Highlight,4,104,1466
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Jarrett Allen,CLE,MIN,home,W,28.166666666666668,6,10,0.6,4,5,0.8,4,7,4,0,1,1,3,16,22,41.2,1690,Highlight,2,34,157
2025-26,2026-01-10,2026-01-11 00:30:00.000000 UTC,Ausar Thompson,DET,LAC,home,L,34.073333333333331,3,6,0.5,0,0,0.0,0,3,6,1,2,3,5,6,-21,32.6,2044,Highlight,2,5,147
2025-26,2026-01-10,2026-01-11 00:30:00.000000 UTC,Paul Reed,DET,LAC,home,L,21.885,3,6,0.5,2,6,0.333,4,3,3,5,5,2,5,8,-6,36.9,1313,Highlight,1,2,32
2025-26,2026-01-10,2026-01-11 00:00:00.000000 UTC,Jay Huff,IND,MIA,home,W,18.866666666666667,4,9,0.444,0,0,0.0,0,2,2,2,3,1,2,8,0,23.4,1132,Other,1,5,45
2025-26,2026-01-10,2026-01-11 00:00:00.000000 UTC,Jay Huff,IND,MIA,home,W,18.866666666666667,4,9,0.444,0,0,0.0,0,2,2,2,3,1,2,8,0,23.4,1132,Highlight,2,20,156
2025-26,2026-01-10,2026-01-11 00:00:00.000000 UTC,Pascal Siakam,IND,MIA,home,W,26.366666666666667,4,15,0.267,3,4,0.75,0,7,5,5,1,1,4,11,9,27.9,1582,Other,1,5,45
2025-26,2026-01-10,2026-01-11 00:30:00.000000 UTC,Brook Lopez,LAC,DET,away,W,12.185,0,4,0.0,0,0,0.0,0,3,0,0,0,0,2,0,-6,3.6,731,Other,1,29,0
2025-26,2026-01-10,2026-01-11 00:30:00.000000 UTC,James Harden,LAC,DET,away,W,37.43333333333333,4,20,0.2,10,11,0.909,2,5,7,5,3,0,1,19,-1,41.9,2246,Other,3,298,2411
2025-26,2026-01-10,2026-01-11 00:30:00.000000 UTC,John Collins,LAC,DET,away,W,37.283333333333331,9,14,0.643,2,4,0.5,2,5,1,2,4,4,3,25,19,56.9,2237,Other,2,24,139
2025-26,2026-01-10,2026-01-11 00:30:00.000000 UTC,Kawhi Leonard,LAC,DET,away,W,30.9,8,13,0.615,6,9,0.667,1,7,1,3,4,0,1,26,12,46.1,1854,Other,2,114,1087
2025-26,2026-01-10,2026-01-11 00:00:00.000000 UTC,Norman Powell,MIA,IND,away,L,22.016666666666666,2,12,0.167,1,2,0.5,0,3,1,4,1,0,1,6,-22,10.1,1321,Other,1,66,1060
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Anthony Edwards,MIN,CLE,away,L,35.133333333333333,10,24,0.417,1,2,0.5,1,4,3,1,0,2,1,25,-16,40.5,2108,Highlight,1,17,88
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Anthony Edwards,MIN,CLE,away,L,35.133333333333333,10,24,0.417,1,2,0.5,1,4,3,1,0,2,1,25,-16,40.5,2108,Other,1,6,13
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Bones Hyland,MIN,CLE,away,L,20.463333333333335,5,8,0.625,0,0,0.0,0,2,7,1,1,0,0,12,-5,26.9,1228,Highlight,1,2,25
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Joe Ingles,MIN,CLE,away,L,6.3166666666666664,1,1,1.0,2,2,1.0,0,0,3,0,1,0,2,5,0,12.5,379,Highlight,1,7,107
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Naz Reid,MIN,CLE,away,L,28.133333333333333,9,12,0.75,2,2,1.0,2,3,3,3,0,2,3,25,-4,38.5,1688,Highlight,1,8,61
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Rudy Gobert,MIN,CLE,away,L,31.4,4,6,0.667,0,0,0.0,3,9,2,2,1,3,4,8,-8,35.4,1884,Highlight,6,114,1521
2025-26,2026-01-10,2026-01-10 18:00:00.000000 UTC,Rudy Gobert,MIN,CLE,away,L,31.4,4,6,0.667,0,0,0.0,3,9,2,2,1,3,4,8,-8,35.4,1884,Other,1,114,375
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Stephon Castle,SAS,BOS,away,W,26.6,3,16,0.188,2,5,0.4,1,1,5,2,2,0,0,9,-7,22.9,1596,Highlight,1,7,94
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Victor Wembanyama,SAS,BOS,away,W,26.416666666666668,8,17,0.471,4,4,1.0,0,6,1,0,0,3,0,21,15,38.7,1585,Other,1,30,449
2025-26,2026-01-10,2026-01-11 01:00:00.000000 UTC,Victor Wembanyama,SAS,BOS,away,W,26.416666666666668,8,17,0.471,4,4,1.0,0,6,1,0,0,3,0,21,15,38.7,1585,Highlight,4,126,3121
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,Cody Williams,UTA,CHA,home,L,32.466666666666669,5,9,0.556,4,5,0.8,1,1,0,0,0,0,3,15,-60,17.4,1948,Other,2,263,5945
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,Cody Williams,UTA,CHA,home,L,32.466666666666669,5,9,0.556,4,5,0.8,1,1,0,0,0,0,3,15,-60,17.4,1948,Highlight,1,7,21
2025-26,2026-01-10,2026-01-11 02:30:00.000000 UTC,Kyle Anderson,UTA,CHA,home,L,21.433333333333334,3,10,0.3,1,2,0.5,2,2,2,1,1,0,0,7,-20,16.8,1286,Other,1,6,45
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Oso Ighodaro,PHX,BKN,home,W,17.501666666666665,1,1,1.0,1,3,0.333,1,1,1,4,1,0,2,3,-6,5.9,1050,Highlight,1,6,8
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Ryan Dunn,PHX,BKN,home,W,21.445,4,6,0.667,0,0,0.0,1,1,2,0,4,0,1,9,-7,26.4,1287,Highlight,2,9,29
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Grayson Allen,PHX,BKN,home,W,34.138333333333335,7,11,0.636,2,3,0.667,1,2,6,2,1,0,1,18,4,31.6,2048,Highlight,4,64,163
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Grayson Allen,PHX,BKN,home,W,34.138333333333335,7,11,0.636,2,3,0.667,1,2,6,2,1,0,1,18,4,31.6,2048,Other,1,29,31
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Dillon Brooks,PHX,BKN,home,W,34.138333333333335,9,15,0.6,6,6,1.0,0,3,3,3,1,1,2,26,4,37.1,2048,Other,2,187,467
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Dillon Brooks,PHX,BKN,home,W,34.138333333333335,9,15,0.6,6,6,1.0,0,3,3,3,1,1,2,26,4,37.1,2048,Highlight,2,73,351
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Mark Williams,PHX,BKN,home,W,30.076666666666668,13,16,0.813,1,1,1.0,3,3,1,0,1,1,2,27,7,41.7,1805,Highlight,1,3,21
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Mark Williams,PHX,BKN,home,W,30.076666666666668,13,16,0.813,1,1,1.0,3,3,1,0,1,1,2,27,7,41.7,1805,Post Game Thread,1,57,97
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Jaden Ivey,DET,DEN,away,W,17.75,3,8,0.375,0,0,0.0,1,2,2,1,0,1,1,8,3,16.6,1065,Highlight,1,7,36
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Cade Cunningham,DET,DEN,away,W,36.443333333333335,9,17,0.529,3,4,0.75,0,3,11,0,0,1,1,22,1,45.1,2187,Other,1,55,202
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Cade Cunningham,DET,DEN,away,W,36.443333333333335,9,17,0.529,3,4,0.75,0,3,11,0,0,1,1,22,1,45.1,2187,Post Game Thread,1,220,232
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Bruce Brown,DEN,DET,home,L,23.216666666666665,7,10,0.7,2,2,1.0,2,5,2,1,1,2,3,16,7,35.4,1393,Highlight,1,2,11
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Jamal Murray,DEN,DET,home,L,38.666666666666664,7,18,0.389,10,15,0.667,0,5,10,2,0,1,2,24,8,46.0,2320,Highlight,4,16,52
2025-26,2026-01-27,2026-01-28 02:00:00.000000 UTC,Jamal Murray,DEN,DET,home,L,38.666666666666664,7,18,0.389,10,15,0.667,0,5,10,2,0,1,2,24,8,46.0,2320,Other,1,77,305
2025-26,2026-01-27,2026-01-28 03:00:00.000000 UTC,Cody Williams,UTA,LAC,home,L,25.166666666666668,4,7,0.571,2,2,1.0,2,0,0,2,2,0,2,11,-17,17.4,1510,Highlight,1,6,51
2025-26,2026-01-27,2026-01-28 03:00:00.000000 UTC,Ace Bailey,UTA,LAC,home,L,28.633333333333333,8,16,0.5,0,0,0.0,0,1,0,1,0,0,1,20,-12,20.2,1718,Highlight,2,14,66
2025-26,2026-01-27,2026-01-28 03:00:00.000000 UTC,Ace Bailey,UTA,LAC,home,L,28.633333333333333,8,16,0.5,0,0,0.0,0,1,0,1,0,0,1,20,-12,20.2,1718,Other,1,12,47
2025-26,2026-01-27,2026-01-28 01:00:00.000000 UTC,Jared McCain,PHI,MIL,home,W,24.166666666666668,6,8,0.75,0,0,0.0,0,1,3,0,0,0,2,17,13,22.7,1450,Other,1,31,319
